0.685	 0.0403914	 0.00338539                0.0403914	 0.00338539            0.0449113	 0.0140641  
0.686	 0.0398091	 0.00429118                0.0398091	 0.00429118            0.0453015	 0.0167044  
0.687	 0.039216	 0.0055314                 0.039216	 0.0055314             0.0458717	 0.0199294  
0.688	 0.0387236	 0.0071924                 0.0387236	 0.0071924             0.0461931	 0.0228221  
0.689	 0.0384166	 0.00937852                0.0384166	 0.00937852            0.0467229	 0.0261905  
0.69	 0.0384544	 0.0121951         0.0384544	 0.0121951             0.0484051	 0.031471           
0.691	 0.0389494	 0.0157373                 0.0389494	 0.0157373             0.0474825	 0.0320904  
0.692	 0.0400118	 0.0200724                 0.0400118	 0.0200724             0.0503034	 0.0388826  
0.693	 0.0417382	 0.0252451                 0.0417382	 0.0252451             0.0527051	 0.0445534  
0.694	 0.0442049	 0.0312689                 0.0442049	 0.0312689             0.0561598	 0.0514892  
0.695	 0.0474563	 0.0381427                 0.0474563	 0.0381427             0.0613763	 0.0606742  
0.696	 0.0514974	 0.0457669                 0.0514974	 0.0457669             0.0686707	 0.072322   
0.697	 0.0563306	 0.0541368                 0.0563306	 0.0541368             0.0745107	 0.0812778  
0.698	 0.0619269	 0.0630906                 0.0619269	 0.0630906             0.0822699	 0.0923716  
0.699	 0.068201	 0.072525                  0.068201	 0.072525              0.0900333	 0.102951   
0.7	 0.0751317	 0.082362          0.0751317	 0.082362              0.0982687	 0.113657           
0.701	 0.0826078	 0.0925135                 0.0826078	 0.0925135             0.106759	 0.124311   
0.702	 0.0904604	 0.102703                  0.0904604	 0.102703              0.115281	 0.134598   
0.703	 0.0986766	 0.112991                  0.0986766	 0.112991              0.123532	 0.144249   
0.704	 0.107146	 0.123241                  0.107146	 0.123241              0.134399	 0.156776   
0.705	 0.115776	 0.133394                  0.115776	 0.133394              0.143171	 0.166512   
0.706	 0.124567	 0.143424                  0.124567	 0.143424              0.152887	 0.17709    
0.707	 0.133472	 0.153376                  0.133472	 0.153376              0.161458	 0.186168   
0.708	 0.142484	 0.16326                   0.142484	 0.16326               0.170794	 0.195984   
0.709	 0.151576	 0.172968                  0.151576	 0.172968              0.178431	 0.203649   
0.71	 0.160765	 0.182669          0.160765	 0.182669              0.186591	 0.211855           
0.711	 0.170006	 0.192232                  0.170006	 0.192232              0.195352	 0.220581   
0.712	 0.179327	 0.201745                  0.179327	 0.201745              0.20477	 0.229926           
